slug,name,grade,province,city,source,source_url,license
5a-hubei-001,咸宁市三国赤壁古战场景区,5A,湖北省,咸宁市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hubei-002,宜昌市三峡人家风景区,5A,湖北省,宜昌市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hubei-003,宜昌市三峡大坝-屈原故里文化旅游区,5A,湖北省,宜昌市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hubei-004,宜昌市三峡大瀑布景区,5A,湖北省,宜昌市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hubei-005,宜昌市清江画廊景区,5A,湖北省,宜昌市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hubei-006,神农架生态旅游区,5A,湖北省,宜昌市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hubei-007,恩施州恩施大峡谷景区,5A,湖北省,恩施土家族苗族自治州,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hubei-008,恩施州神农溪纤夫文化旅游区,5A,湖北省,恩施土家族苗族自治州,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hubei-009,恩施州腾龙洞景区,5A,湖北省,恩施土家族苗族自治州,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hubei-010,武汉市木兰文化生态旅游区,5A,湖北省,武汉市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hubei-011,湖北省武汉市东湖景区,5A,湖北省,武汉市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hubei-012,荆门市明显陵文化旅游景区,5A,湖北省,荆门市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hubei-013,襄阳市古隆中景区,5A,湖北省,襄阳市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hubei-014,黄冈市麻城龟峰山景区,5A,湖北省,黄冈市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hunan-001,岳阳市岳阳楼-君山岛景区,5A,湖南省,岳阳市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hunan-002,常德市桃花源旅游区,5A,湖南省,常德市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hunan-003,张家界市武陵源-天门山旅游区,5A,湖南省,张家界市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hunan-004,株洲市炎帝陵景区,5A,湖南省,株洲市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hunan-005,湘潭市韶山旅游区,5A,湖南省,湘潭市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hunan-006,湘西州凤凰古城旅游区,5A,湖南省,湘西土家族苗族自治州,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hunan-007,湘西州吉首市矮寨•十八洞•德夯大峡谷景区,5A,湖南省,湘西土家族苗族自治州,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hunan-008,衡阳市衡山旅游区,5A,湖南省,衡阳市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hunan-009,邵阳市崀山景区,5A,湖南省,邵阳市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hunan-010,郴州市东江湖旅游区,5A,湖南省,郴州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hunan-011,长沙市岳麓山-橘子洲旅游区,5A,湖南省,长沙市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hunan-012,长沙市花明楼景区,5A,湖南省,长沙市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-gansu-001,临夏州炳灵寺世界文化遗产旅游区,5A,甘肃省,临夏回族自治州,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-gansu-002,嘉峪关市嘉峪关文物景区,5A,甘肃省,嘉峪关市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-gansu-003,天水市麦积山景区,5A,甘肃省,天水市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-gansu-004,平凉市崆峒山风景名胜区,5A,甘肃省,平凉市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-gansu-005,张掖市七彩丹霞景区,5A,甘肃省,张掖市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-gansu-006,甘南州冶力关旅游区,5A,甘肃省,甘南藏族自治州,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-gansu-007,酒泉市鸣沙山月牙泉景区,5A,甘肃省,酒泉市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-gansu-008,陇南市官鹅沟景区,5A,甘肃省,陇南市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-fujian-001,三明市泰宁风景旅游区,5A,福建省,三明市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-fujian-002,南平市武夷山风景名胜区,5A,福建省,南平市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-fujian-003,厦门市厦门园林植物园景区,5A,福建省,厦门市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-fujian-004,宁德市太姥山旅游区,5A,福建省,宁德市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-fujian-005,宁德市（白水洋•鸳鸯溪）旅游景区,5A,福建省,宁德市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-fujian-006,泉州市清源山风景名胜区,5A,福建省,泉州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-fujian-007,莆田市湄洲岛妈祖文化旅游区,5A,福建省,莆田市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-fujian-008,福建土楼（永定•南靖）旅游景区,5A,福建省,龙岩市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-fujian-009,龙岩市冠豸山景区,5A,福建省,龙岩市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-fujian-010,龙岩市古田旅游区,5A,福建省,龙岩市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-xizang-001,拉萨市大昭寺景区,5A,西藏自治区,拉萨市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-xizang-002,日喀则市扎什伦布寺景区,5A,西藏自治区,日喀则地区,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-xizang-003,林芝市巴松措景区,5A,西藏自治区,林芝地区,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-xizang-004,林芝市雅鲁藏布大峡谷景区,5A,西藏自治区,林芝地区,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-guizhou-001,安顺市西秀区龙宫景区,5A,贵州省,安顺市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-guizhou-002,安顺市黄果树瀑布景区,5A,贵州省,安顺市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-guizhou-003,毕节市织金洞景区,5A,贵州省,毕节市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-guizhou-004,毕节市黔西县百里杜鹃景区,5A,贵州省,毕节市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-guizhou-005,贵阳市花溪区青岩古镇景区,5A,贵州省,贵阳市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-guizhou-006,遵义市赤水市赤水丹霞旅游区,5A,贵州省,遵义市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-guizhou-007,铜仁市江口县梵净山旅游区,5A,贵州省,铜仁地区,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-guizhou-008,黔东南州镇远县镇远古城旅游景区,5A,贵州省,黔东南苗族侗族自治州,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-guizhou-009,黔南布依族苗族自治州荔波县樟江景区,5A,贵州省,黔南布依族苗族自治州,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-guizhou-010,黔西南州万峰林景区,5A,贵州省,黔西南布依族苗族自治州,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-liaoning-001,大连市老虎滩海洋公园—老虎滩极地馆,5A,辽宁省,大连市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-liaoning-002,大连市金石滩景区,5A,辽宁省,大连市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-liaoning-003,本溪市五女山景区,5A,辽宁省,本溪市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-liaoning-004,本溪市本溪水洞景区,5A,辽宁省,本溪市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-liaoning-005,沈阳市沈阳植物园,5A,辽宁省,沈阳市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-liaoning-006,盘锦市红海滩风景廊道景区,5A,辽宁省,盘锦市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-liaoning-007,鞍山市千山景区,5A,辽宁省,鞍山市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-chongqing-001,龙缸景区,5A,重庆市,云阳县,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-chongqing-002,金佛山景区,5A,重庆市,南川区,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-chongqing-003,大足石刻景区,5A,重庆市,大足县,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-chongqing-004,白帝城•瞿塘峡景区,5A,重庆市,奉节县,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-chongqing-005,小三峡-小小三峡旅游区,5A,重庆市,巫山县,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-chongqing-006,阿依河景区,5A,重庆市,彭水苗族土家族自治县,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-chongqing-007,喀斯特旅游区,5A,重庆市,武隆县,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-chongqing-008,四面山景区,5A,重庆市,江津区,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-chongqing-009,武陵山大裂谷景区,5A,重庆市,涪陵区,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-chongqing-010,万盛黑山谷-龙鳞石海风景区,5A,重庆市,綦江县,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-chongqing-011,桃花源旅游景区,5A,重庆市,酉阳土家族苗族自治县,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-chongqing-012,濯水景区,5A,重庆市,黔江区,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-shaanxi-001,咸阳市乾陵景区,5A,陕西省,咸阳市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-shaanxi-002,商洛市金丝峡景区,5A,陕西省,商洛市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-shaanxi-003,宝鸡市太白山旅游景区,5A,陕西省,宝鸡市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-shaanxi-004,宝鸡市法门文化景区,5A,陕西省,宝鸡市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-shaanxi-005,延安市延安革命纪念地景区,5A,陕西省,延安市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-shaanxi-006,延安市延川黄河乾坤湾景区,5A,陕西省,延安市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-shaanxi-007,延安市黄帝陵景区,5A,陕西省,延安市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-shaanxi-008,黄河壶口瀑布旅游区(陕西省延安市·山西省临汾市),5A,陕西省,延安市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-shaanxi-009,西安市城墙•碑林历史文化景区,5A,陕西省,西安市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-shaanxi-010,西安市大明宫旅游景区,5A,陕西省,西安市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-shaanxi-011,西安市大雁塔-大唐芙蓉园景区,5A,陕西省,西安市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-shaanxi-012,西安市秦始皇帝陵博物院景区,5A,陕西省,西安市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-qinghai-001,海东市互助土族故土园旅游区,5A,青海省,海东地区,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-qinghai-002,海北州阿咪东索景区,5A,青海省,海北藏族自治州,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-heilongjiang-001,伊春市林海奇石景区,5A,黑龙江省,伊春市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-heilongjiang-002,哈尔滨市太阳岛景区,5A,黑龙江省,哈尔滨市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-heilongjiang-003,大兴安岭地区北极村旅游景区,5A,黑龙江省,大兴安岭,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-heilongjiang-004,牡丹江市镜泊湖景区,5A,黑龙江省,牡丹江市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-heilongjiang-005,鸡西市虎头旅游景区,5A,黑龙江省,鸡西市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-heilongjiang-006,黑河市五大连池景区,5A,黑龙江省,黑河市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-heilongjiang-007,齐齐哈尔市扎龙生态旅游区,5A,黑龙江省,齐齐哈尔市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
4a-beijing-001,世界公园30景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-002,世界花卉大观园景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-003,东城区龙潭公园景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-004,中国人民抗日战争纪念馆景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-005,中国紫檀博物馆,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-006,中国航空博物馆旅游区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-007,中央电视塔景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-008,丰台区中国园林博物馆景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-009,丰台区北宫森林公园景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-010,乐多港假日广场景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-011,仙居谷风景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-012,八大处公园,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-013,八奇洞景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-014,八达岭水关长城景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-015,北京世园公园,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-016,北京凤凰岭景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-017,北京动物园景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-018,北京十渡风景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-019,北京园博园景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-020,北京国际鲜花港景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-021,北京圣莲山旅游风景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-022,北京天文馆景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-023,北京密云司马台长城景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-024,北京市东城区地坛公园景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-025,北京市中山公园景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-026,北京市北海公园旅游区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-027,北京市平谷区丫髻山景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-028,北京市怀柔区红螺寺景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-029,北京市房山区云居寺景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-030,北京市房山区周口店遗址景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-031,北京市房山区石花洞景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-032,北京市景山公园景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-033,北京市欢乐谷景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-034,北京市玉渊潭公园景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-035,北京市门头沟区戒台寺景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-036,北京市陶然亭公园景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-037,北京市香山公园景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
4a-beijing-038,北京延庆百里山水画廊景区,4A,北京市,北京市,北京市文化和旅游局 · 北京旅游网景点链接列表,https://whlyj.beijing.gov.cn/ggfw/ly/202511/t20251119_4287815.html,政府公开信息（官方名录）
